threshold,precision,recall,f1
0.0,0.5388291517323776,1.0,0.7003105590062112
0.05,0.5379975874547648,0.9889135254988913,0.696875
0.1,0.5379975874547648,0.9889135254988913,0.696875
0.15000000000000002,0.5370145631067961,0.9811529933481153,0.6941176470588235
0.2,0.5370145631067961,0.9811529933481153,0.6941176470588235
0.25,0.5339087546239211,0.9600886917960089,0.6862123613312203
0.30000000000000004,0.5344283006948831,0.9379157427937915,0.6808853118712274
0.35000000000000003,0.5347661188369153,0.9379157427937915,0.6811594202898551
0.4,0.5347661188369153,0.9379157427937915,0.6811594202898551
0.45,0.5351280367695338,0.9035476718403548,0.6721649484536083
0.5,0.5345622119815668,0.9002217294900222,0.6707971912432878
0.55,0.5387323943661971,0.8481152993348116,0.6589147286821705
0.6000000000000001,0.5387045813586098,0.7560975609756098,0.6291512915129152
0.65,0.5387045813586098,0.7560975609756098,0.6291512915129152
0.7000000000000001,0.5391566265060241,0.5953436807095344,0.565858798735511
0.75,0.5391566265060241,0.5953436807095344,0.565858798735511
0.8,0.5534883720930233,0.5277161862527716,0.5402951191827469
0.8500000000000001,0.574235807860262,0.2915742793791574,0.38676470588235295
0.9,0.574235807860262,0.2915742793791574,0.38676470588235295
0.9500000000000001,0.5714285714285714,0.08425720620842572,0.1468599033816425
1.0,0.5714285714285714,0.08425720620842572,0.1468599033816425
